1998,Aging,"dealing with natural changes in appearance, physical, mental capacities.  For disease, also tag Poor physical health"
1999,Vaping/Smoking,Consuming nicotine vapor or cigarette smoke
2000,Maintaining Employment,"keeping up with job duties harder for people with autism, adhd, depression, bipolar, substance abuse"
2001,Just Relocated,"moved house recently, assimilation, culture shock, loneliness, making friends"
2002,Diagnosed Depression,"diagnosis of depression or persistent depression symptoms, no energy, no pleasure, can escalate to suicide"
2003,Behind on work,"boss has noticed loss of productivity, performance improvement plan"
2004,FBA,working with an ABA agency or school on obtaining an FBA
2005,Sibling Rivalry,"Interpersonal problems or fighting between siblings, need help with communication, boundaries, parent relations"
2006,Suicidal Ideations,having thoughts about suicide or dying
2007,Suicide Risk,action plans made for suicide and need external support
2008,Emotional Abuse,"neglected or gaslit by romantic partner, parent, caregiver, trauma bonds"
2009,Divorcing parents,user's parents are separated/divorced or separating/divorcing. 
2010,No Friends,"user wants to make friends
"
2011,SPED caregiver,burnout and stress from caring for high needs family members
2012,Transition to adulthood/independence,"special ed and older teens/young adults who are finishing college, moving out, getting their own place, figuring out how to be independent"
2013,Loneliness,"having no friends, feel like they have no one to talk to "
2014,Poor social skills,"has a hard time connecting with other people, having smooth conversations, knowing how to act in certain situations"
2015,Social anxiety,"difficulty approaching others, ordering food, making phone calls, can also be neurodivergent or have clinical anxiety"
2016,Lack of confidence,"wants to gain confidence and feel good about themselves
"
2017,Personal Growth and Self-Actualization,this user is seeking more fulfillment and purpose in life
2018,Hoarding,
2019,Poverty,"living below the poverty line or significant debt. money troubles, no savings, can't pay bills every month"
2020,Bipolar,"diagnosed with bipolar 1 or 2, or cyclothymia (a less severe version of BP2)"
2021,Chronic illness,"lupus, diabetes, parkinsons, fibromyalgia, multiple sclerosis, and other progressive, terminal, or longterm medical diagnoses"
2022,Sportmanship,"sore loser, too competitive"
2023,General Intake,
2024,Physical abuse,"punching, hitting, choking, scratching, throwing items "
2025,Sexual abuse,"unwanted touching, sexual harrassment, rape, sexual assault, adult on adult, adult on minor"
2026,Child abuse,need to heal from trauma from past event(s) in childhood
2027,Incarcerated parent,"one or both parents are in jail or prison
"
2028,Active Abuse,"can be sexual, physical, emotional, neglect, psychological, financial, reproductive"
2029,ESL,
2030,unhappy with coach,
2031,Better academics,"want/need to do better in school.  If just not doing the work, tag behind on work or motivation/procrastination"
2032,Active Quest,user is a primary or participating quester
2033,ADHD ,diagnosed with ADHD or suspects ADHD
2034,Excess Alcohol,"dealing with stress by excessive drinking, binge drinking, relationships and connectedness"
2035,Anger ,"difficulty controlling anger or rage, needs help with mindfulness and self-regulation"
2036,Clinical Anxiety,"for preclinical, go to stress
"
2037,Attendance Problems,"user has problems going to and staying at school or work on time/for required time consistently, frequent call-outs"
2038,Autism (Self),"diagnosed with autism (with or without speech delay), pervasive developmental disorder, global delays"
2039,Challenging Behaviors,"Do we need separate ones for adult and kids? @Caitlin Ryan Marcus If so the school conduct problem can be for kids.
"
2040,Job Hunting,"tough job market, hard to find employment after college even if highly qualified, tons of competition"
2041,Communication Deficits,"want to become a more effective communicator, advocate for self, improve relationships
"
2042,Bored,"no purpose, nothing to do
"
2043,Discrimination/Racism,"user is part of a marginalized group, exclusion, bullying, microaggression"
2044,Drug Use,"cocaine, heroin, pills, ketamine, fentanyl, crack cocaine, methamphetamines"
2045,Executive Functioning Skills,"user's ability to plan ahead, control impulses. adhd, autism, learning disabilities, intellectual disability, addiction
"
2046,Good Families,already pretty good family dynamimcs and motivated to maintain or grow further
2047,Build wealth,"want to make more money, save money, invest money"
2048,Bad Friends,"bad influences or friends who don't support them.  have these friends but still lonely
"
2049,Hyperactivity/Inattention,Pre-ADHD diagnosis
2050,Intellectual disability ID,diagnosis of intellectual disability/low IQ
2051,Learning disability,"Dyslexia, dysgraphia, auditory processing difficulties, dyspraxia "
2052,Poor Marriage,"marriage has problems, arguments, fighting, addiction, etc
"
2053,Poor Mental Health,Pre-diagnosis
2054,Motivation and procrastination,not quite on top of things but not yet behind on work.  
2055,Parenting Stress,"struggling with connecting with kids and discipline
"
2056,Perfectionism,Fear of failure and feeling unnecessary stress from perfectionism
2057,Personal Care and Hygiene,skills related to taking care of oneself
2058,Declining physical health,want to get healthier. general health problems.   no series illnesses
2059,Resilience,"giving up too quickly or easily, can't bounce back"
2060,Self-Regulation and Coping,"""overreacting"" "
2061,Estranged families,"family members on non-speaking terms (i.e. grandparents, siblings)"
2062,Need Tolerance Inclusion,"extremists, bigots.  people who need more tolerance"
2063,Trauma,"emotional abuse, need help setting boundaries"
2064,Stress,general stress management
2065,Debt,trying to get rid of debt and save more
2066,Sleep Disturbance,"Unhealthy sleeping patterns, like inability to fall or stay asleep, frequent waking at night, consistently getting less than 7 hours per night"
2067,Eating Disorder,"anorexia, bulimia, binge eating"
2068,Aging,"dealing with natural changes in appearance, physical, mental capacities.  For disease, also tag Poor physical health"
2069,Vaping/Smoking,Consuming nicotine vapor or cigarette smoke
2070,Maintaining Employment,"keeping up with job duties harder for people with autism, adhd, depression, bipolar, substance abuse"
2071,Just Relocated,"moved house recently, assimilation, culture shock, loneliness, making friends"
2072,Diagnosed Depression,"diagnosis of depression or persistent depression symptoms, no energy, no pleasure, can escalate to suicide"
2073,Behind on work,"boss has noticed loss of productivity, performance improvement plan"
2074,FBA,working with an ABA agency or school on obtaining an FBA
2075,Sibling Rivalry,"Interpersonal problems or fighting between siblings, need help with communication, boundaries, parent relations"
2076,Suicidal Ideations,having thoughts about suicide or dying
2077,Suicide Risk,action plans made for suicide and need external support
2078,Emotional Abuse,"neglected or gaslit by romantic partner, parent, caregiver, trauma bonds"
2079,Divorcing parents,user's parents are separated/divorced or separating/divorcing. 
2080,No Friends,"user wants to make friends
"
2081,SPED caregiver,burnout and stress from caring for high needs family members
2082,Transition to adulthood/independence,"special ed and older teens/young adults who are finishing college, moving out, getting their own place, figuring out how to be independent"
2083,Loneliness,"having no friends, feel like they have no one to talk to "
2084,Poor social skills,"has a hard time connecting with other people, having smooth conversations, knowing how to act in certain situations"
2085,Social anxiety,"difficulty approaching others, ordering food, making phone calls, can also be neurodivergent or have clinical anxiety"
2086,Lack of confidence,"wants to gain confidence and feel good about themselves
"
2087,Personal Growth and Self-Actualization,this user is seeking more fulfillment and purpose in life
2088,Hoarding,
2089,Poverty,"living below the poverty line or significant debt. money troubles, no savings, can't pay bills every month"
2090,Bipolar,"diagnosed with bipolar 1 or 2, or cyclothymia (a less severe version of BP2)"
2091,Chronic illness,"lupus, diabetes, parkinsons, fibromyalgia, multiple sclerosis, and other progressive, terminal, or longterm medical diagnoses"
2092,Sportmanship,"sore loser, too competitive"
2093,General Intake,
2094,Physical abuse,"punching, hitting, choking, scratching, throwing items "
2095,Sexual abuse,"unwanted touching, sexual harrassment, rape, sexual assault, adult on adult, adult on minor"
2096,Child abuse,need to heal from trauma from past event(s) in childhood
2097,Incarcerated parent,"one or both parents are in jail or prison
"
2098,Active Abuse,"can be sexual, physical, emotional, neglect, psychological, financial, reproductive"
